"System_ID","Year","Total_hospital_beds","Admissions","Inpatient_Days","Surgical_operations_inpatient","Emergency_room_visits","Other_outpatient_visits_non_ER","Surgical_operations_outpatient","Total_outpatient_visits","Total_Medicaid_days","Total_Medicaid_discharges","Total_Medicare_days","Total_Medicare_discharges","Physicians_and_dentists_FT","Total_personnel_FT","Total_Physicians_NE","Total_Physicians_TE","Total_Physicians_TG","Total_Physicians_TC","Total_Physicians_TP","All_Physicians","Hospitals"
"5990061",2012,2888,122539,633886,29202,458702,2513960,77460,2972662,117345,22852,285876,55245,334,13845,3134,881,1078,88,5275,10790,26
"5990061",2013,2891,117511,614583,28399,451654,2574894,78053,3026548,112126,19943,276787,52580,341,14462,2986,961,1180,72,5282,10822,26
"5990061",2014,2936,114650,609142,27184,461502,2531956,77811,2993458,133182,22899,275899,50872,315,14596,3014,803,1492,80,5389,11093,26
"5990061",2015,3372,138377,707141,30197,542521,2779170,89970,3321691,154601,28669,324778,60702,395,16873,4115,1141,1750,31,7037,14469,28
"5990061",2016,3728,144599,704468,32510,629104,3270821,102975,3899925,175905,31270,325870,64134,375,18907,3831,1022,2278,83,7214,14803,36
"5990062",2011,4587,255553,1413580,56441,640065,1936492,126782,2576557,280924,51571,732109,110342,3449,43649,9296,3544,208,178,13228,29903,11
"5990062",2012,4767,258995,1443677,56603,673524,2070656,127230,2744180,309630,56033,727188,109133,3001,42680,13374,2419,21,471,16285,35571,12
"5990062",2013,4731,253241,1415587,56682,664915,2894131,141345,3559046,318440,58459,709946,107050,2270,43595,12461,2694,21,1864,17022,36332,12
"5990062",2014,4681,254433,1416396,58433,723266,2811593,143009,3534859,319809,54857,707619,106847,3129,33948,14814,3137,5,234,18190,39509,13
"5990062",2015,4454,248000,1360157,57661,712290,3212147,147172,3924437,319729,54300,666977,102249,2963,35685,17121,3820,450,211,21602,46167,13
"5990062",2016,4914,294473,1594592,68081,857904,3552891,172694,4410795,362181,68992,768392,122638,4402,42846,12575,6389,357,950,20271,44944,14
"5990063",2011,12235,541052,2563449,146428,1709986,2520560,183087,4230546,553784,126773,1204166,222281,229,39817,6498,517,1797,597,13568,23206,51
"5990063",2012,11846,525951,2465359,138691,1793852,2452440,182459,4246292,534293,113318,1072032,205108,471,39905,7093,143,2221,1317,13689,24934,50
"5990064",2011,3026,168179,757768,39437,454337,1308311,59580,1762648,127566,28070,336514,63630,124,13708,3334,672,354,141,4501,9126,10
"5990064",2012,3317,181766,794412,44251,512520,1582082,72888,2094602,144417,32700,344657,70381,66,14922,4216,928,498,126,6126,11960,11
"5990064",2013,3312,173324,783182,44626,498791,1585080,76204,2083871,144698,31895,344685,67673,66,15085,4040,1102,551,131,6278,12168,11
"5990064",2014,3315,169885,790638,42523,521791,1630023,78327,2151814,165206,35233,351627,67256,65,15160,4071,1202,603,155,6548,12644,11
"5990064",2015,3249,170316,789738,42919,544295,1630959,79171,2175254,167084,38537,373299,71392,32,14290,4054,1294,763,798,8225,15166,11
"5990066",2011,411,13345,105816,4997,64779,422021,20612,486800,39563,1829,42378,7199,2,1585,23,244,133,3,403,808,3
"5990066",2012,477,15813,117897,5312,79304,507125,21489,586429,41931,2331,49655,8557,1,2012,46,274,124,16,460,921,4
"5990066",2013,475,16404,121822,4979,79773,473562,19225,553335,46115,2399,49498,8734,1,1970,47,291,120,11,469,939,4
"5990066",2014,473,15618,120105,4848,79118,496187,17156,575305,45293,2345,51916,8962,6,2022,44,298,134,11,487,980,4
"5990066",2015,474,14716,111437,4670,80453,450355,19219,530808,42233,2353,47416,8520,1,1968,49,315,149,9,522,1045,4
"5990066",2016,634,17479,147336,4475,105237,552451,26971,657688,46982,2759,68414,9924,10,2465,43,315,145,16,519,1048,6
"5990068",2011,625,32602,158536,8882,104562,965083,13635,1069645,27264,6210,85170,15716,47,4226,0,82,100,0,954,1183,2
"5990068",2012,628,32535,160287,8478,104985,955998,13335,1060983,29317,5933,86758,16356,53,4284,9,112,109,0,1011,1294,2
"5990068",2013,758,39678,190782,10526,137390,1332734,20208,1470124,30752,6746,102829,19169,129,5503,265,229,121,4,1357,2105,3
"5990068",2014,913,46388,227930,12199,186070,1521457,27626,1707527,41325,8858,119827,22539,143,6670,422,266,222,26,1714,2793,4
"5990068",2015,913,47827,233574,10273,258793,1435619,28291,1694412,47725,9287,115644,21475,216,6089,386,289,277,27,979,2174,4
"5990068",2016,1022,50778,277985,16604,200676,1627166,29470,1827842,68746,10667,122552,21947,239,7051,327,363,245,37,972,2183,6
"5990069",2011,1464,63391,304743,15467,215837,355492,32941,571329,76260,15379,148312,27651,16,5313,406,30,385,37,1871,2745,11
"5990069",2012,1429,60532,288297,13822,200688,439339,34149,640027,73960,14971,126621,23831,15,5254,492,9,551,419,2405,3891,11
"5990069",2013,1419,57968,272801,13562,219783,416937,30968,636720,67134,15990,129955,25046,33,4992,668,15,734,385,1802,3637,11
"5990069",2014,1820,86510,401703,20977,291520,545034,45510,836554,76560,17949,192980,37377,18,7051,1390,14,1056,447,2907,5832,14
"5990069",2015,1781,86680,399335,20649,295596,558670,46826,854266,67372,16483,202838,38579,23,7515,1632,13,1024,391,3060,6143,14
"5990069",2016,3727,171082,790224,46281,701541,1582626,76188,2284167,113498,27978,427912,83668,133,16380,3120,250,1699,450,5771,11423,30
"5990070",2011,983,49449,271528,14883,179664,254544,28264,434208,55388,10506,113511,23345,336,6429,272,378,209,1,884,2080,7
"5990070",2012,980,50704,272076,15352,187176,266775,31496,453951,52250,10247,118991,24144,376,6686,674,396,469,1,1628,3544,7
"5990070",2013,793,49130,228871,14657,168097,263398,29924,431495,55929,10331,118321,23881,411,6604,309,883,124,182,1498,3407,6
"5990070",2014,794,48933,242800,15170,168964,273750,32655,442714,55944,10178,120958,23388,433,6732,318,967,165,103,1553,3539,6
"5990070",2015,792,49204,249954,15128,168688,281311,34599,449999,56688,10175,125142,23944,455,7076,275,971,104,137,1487,3429,6
"5990070",2016,761,51317,256851,15915,168945,306614,37542,475559,57485,10298,125940,24566,477,7390,306,949,100,113,1468,3413,6
"5990076",2011,279,8966,83515,21,0,93840,139,93840,24481,2320,20191,2040,10,617,0,0,0,0,0,10,2
"5990076",2012,279,7729,76521,18,0,87275,119,87275,22563,2042,19144,1726,12,620,0,0,0,0,0,12,2
"5990076",2013,279,7803,75842,11,0,88175,82,88175,20962,2008,18220,1662,12,632,0,0,0,0,0,12,2
"5990076",2014,279,7968,76130,7,0,87450,55,87450,22132,2259,18439,1651,11,641,0,0,0,0,0,11,2
"5990076",2015,309,9738,97439,5,0,72790,92,72790,30374,2831,24901,2132,12,681,0,0,0,0,0,12,2
"5990076",2016,309,8689,84469,3,0,81717,62,81717,27699,2591,20569,1831,10,677,0,0,0,0,0,10,2
"5990080",2011,17713,724709,3386203,243163,3313763,7290197,540552,10603960,622684,142648,1772655,338045,811,64760,9045,1084,3986,528,16073,31527,132
"5990080",2012,18200,734823,3409103,267917,3536523,7470314,547855,11006837,631816,139850,1803159,345173,965,67534,8738,1011,3191,777,15070,29752,133
"5990080",2013,26777,1034856,4806028,354869,5235730,10408996,771360,15644726,955463,198461,2554080,490619,1513,96971,10042,1408,4337,1039,17858,36197,199
"5990080",2014,26270,997292,4589978,327326,5802891,9656099,720088,15458990,856951,208915,2391278,468905,1336,94659,8970,1421,4677,1595,18386,36385,192
"5990080",2015,23010,876295,4061979,286474,5007124,9004741,630965,14011865,723198,170849,2145126,410958,955,83517,6332,1547,3590,1075,13950,27449,154
"5990080",2016,16757,647481,2970799,210218,3584862,7100602,495409,10685464,537348,125588,1554587,307309,801,60783,6384,884,4002,234,13136,25441,113
"5990082",2011,869,38465,222325,10552,112826,320383,12975,433209,60622,10096,90058,12914,4,4609,1110,2,346,8,1466,2936,4
"5990082",2012,834,40537,239819,11316,118429,381833,13216,500262,76845,10033,86390,13279,1,4623,1205,0,405,6,1616,3233,4
"5990082",2013,908,43335,244853,11360,122493,403425,15561,525918,61794,9914,104309,15377,3,4694,585,0,187,621,1393,2789,3
"5990082",2014,988,39130,241560,11257,122006,464487,16193,586493,74204,11467,102954,15678,6,4816,495,0,181,644,1320,2646,3
"5990082",2015,991,37752,233776,10655,125475,571668,17172,697143,71900,12972,105900,15444,5,4759,233,0,122,690,1045,2095,3
"5990082",2016,976,37900,240260,11474,128964,829266,17738,958230,74161,12937,114109,16528,5,4853,217,0,126,878,1221,2447,3
"5990083",2011,1624,78833,366379,15412,341731,550434,20910,892165,92141,17335,137242,27371,151,7134,1470,203,709,672,3054,6259,5
"5990083",2012,1748,74957,353720,14948,332114,569302,22320,901416,95554,17693,135789,27208,169,7189,1529,190,699,976,3394,6957,5
"5990083",2013,1792,72317,353577,15247,337184,579260,22822,916444,98811,18397,132140,25869,178,7161,2006,237,713,424,3380,6938,5
"5990083",2014,1748,69732,348384,14537,372057,488486,21701,860543,92560,16327,131067,24223,201,7333,1358,333,794,895,3380,6961,4
"5990083",2015,1756,72125,370084,15356,399271,481639,22924,880910,76531,15157,147617,26099,206,7640,648,611,1468,1927,4654,9514,4
"5990083",2016,1776,75126,405849,15535,411179,533485,25916,944664,78207,15301,154727,26232,203,8276,1998,782,1494,432,4706,9615,4
"5990084",2011,1494,70792,325180,17954,166319,500787,16516,667106,62943,14538,125566,27162,0,6972,3014,0,575,0,3778,7367,5
"5990084",2012,1482,69858,311416,15571,162553,409550,16559,572103,84643,16352,118517,26518,0,7019,2989,0,634,0,3808,7431,5
"5990084",2013,1472,70768,307480,16548,168099,495961,15303,664060,83317,16832,118357,26718,0,6684,3231,0,521,0,3938,7690,5
"5990084",2014,1508,68508,285411,15930,197545,465771,15113,663316,81330,17873,110084,25695,0,6755,3210,0,529,0,4006,7745,5
"5990084",2015,1518,68934,295030,15710,234701,399657,15883,634358,93530,20390,113171,25267,9,6985,3189,0,591,0,4074,7863,5
"5990084",2016,1360,61521,270666,15829,189601,428106,14263,617707,90884,18856,98583,21751,10,6296,3105,0,612,0,3717,7444,4
"5990086",2011,541,27094,135213,7784,91307,492787,13459,584094,15772,3491,77223,14061,7,3823,603,0,300,1,904,1815,3
"5990086",2012,543,27914,131528,9146,102690,469267,13950,571957,15763,3348,77290,15058,1,3604,588,0,398,3,974,1964,3
"5990086",2013,543,26922,125184,9255,96940,474905,14542,571845,15258,3241,73057,14799,1,3271,671,0,419,2,1092,2185,3
"5990086",2014,651,29237,137867,10456,113845,515456,18141,629301,20445,4299,79180,15378,13,4357,687,0,458,0,1145,2303,4
"5990086",2015,628,29875,139636,9170,129771,469408,19626,599179,21654,4816,86892,16615,12,4174,689,12,733,0,1434,2880,4
"5990086",2016,638,31699,147333,9703,133070,558941,18765,692011,24796,5612,85402,16103,12,4020,671,8,727,0,1406,2824,4
"5990091",2011,559,14692,169681,10,0,92538,74,92538,80437,5048,30905,2748,16,1029,0,10,3,15,28,72,9
"5990091",2012,1202,34403,315617,1336,16223,164765,4179,180988,93472,8857,99749,9318,34,2362,3,10,19,33,58,157,17
"5990091",2013,1751,43231,467312,256,8032,409815,2017,417847,171568,11325,122476,10422,58,3697,15,22,16,29,82,222,23
"5990091",2014,1929,50290,503840,574,28340,487707,3378,516047,165466,14435,137143,11770,63,4146,157,20,30,44,251,565,24
"5990091",2015,2527,69072,683154,484,29162,549883,3220,579045,251262,23250,198026,17014,82,5425,132,15,40,52,239,560,31
"5990091",2016,2840,77661,775437,14,16359,598829,241,615188,283745,25041,208779,18437,81,5647,0,17,5,25,47,175,38
"5990092",2011,7714,368242,1758969,101742,1270455,4179657,156283,5450112,348628,61330,809244,165818,819,36948,4635,1660,1469,58,8859,17500,54
"5990092",2012,11486,505708,2338212,149177,1891773,5130402,209141,7022176,371586,71024,1061998,206379,876,52170,11528,2667,2728,2759,20757,41315,74
"5990092",2013,10819,488793,2423686,129305,1882064,4915168,213940,6797232,435636,76428,1131924,214662,1207,49607,11407,2586,3013,3903,20550,42666,75
"5990092",2014,12275,536942,2715162,153426,2220267,5866543,236235,8086810,497689,93419,1260558,239042,1113,56010,11457,3247,3920,3848,23408,46993,94
"5990092",2015,12344,544942,2700478,155136,2376601,6308704,245382,8685305,521152,108041,1466672,263921,1197,60637,8250,3714,4446,6913,24245,48765,95
"5990092",2016,11970,528552,2643015,156208,2270419,5977857,248107,8248276,538879,102880,1337330,247489,1099,57763,7613,3458,4348,5326,23270,45114,94
"5990094",2011,414,21173,87643,7287,78108,485817,5476,563925,17131,3986,48744,11044,18,1279,451,45,38,6,540,1098,2
"5990094",2012,450,22822,94525,8158,85387,552436,7070,637823,18944,4571,51553,12036,16,1428,545,59,140,6,750,1516,3
"5990094",2013,467,23494,96569,7670,85382,590718,6992,676100,18724,4580,54768,12460,28,2156,548,44,144,6,742,1512,3
"5990094",2014,467,23876,100669,7843,91219,563573,7693,654792,20897,5443,58873,12822,21,2488,348,42,283,107,780,1581,3
"5990094",2015,467,25675,111131,7999,95273,639866,8231,735139,26428,6249,64282,13619,15,2710,360,34,299,99,792,1599,3
"5990094",2016,467,25528,115843,7600,99199,622207,9036,721406,27455,6239,64816,13010,16,2894,1,110,179,109,399,814,3
"5990095",2011,2696,104498,575610,29937,401916,626402,39184,1028318,79877,13643,246546,39674,6,4795,3849,0,718,17,6642,11232,11
"5990095",2012,2513,102868,579865,27586,426555,642980,37536,1069535,84177,16168,252807,40751,14,4686,5604,0,960,0,6564,13142,11
"5990099",2011,670,33669,184976,7363,97144,328767,17038,425911,58125,12254,72726,11216,210,3034,701,276,93,12,1082,2374,3
"5990099",2012,670,32364,180743,6656,107541,345139,17408,452680,56725,12257,72465,10740,210,3013,885,317,129,127,1308,2976,3
"5990099",2013,846,36244,199807,5700,135711,618650,22595,754361,63077,12631,70602,12303,246,3575,1038,343,78,48,1511,3264,4
"5990099",2014,848,34040,191635,5360,129430,581312,22722,710742,69601,13571,70284,11560,266,3495,1257,438,74,0,1769,3804,4
"5990099",2015,860,35289,197801,6128,152172,692631,21880,844803,71171,14166,73302,12020,283,3520,1154,342,64,0,1560,3403,4
"5990099",2016,708,29304,160548,4126,97557,519679,16953,617236,63458,13079,50048,8696,389,2733,908,579,0,0,1487,3363,3
"5990101",2011,620,39399,173863,6808,86245,334502,12845,420747,35984,7320,84980,17875,89,3723,0,0,0,0,0,89,3
"5990101",2012,418,31575,128835,5979,109025,108388,6343,217413,46844,11102,55728,11499,0,2138,72,0,3,0,733,808,2
"5990101",2013,401,30274,122397,5807,109230,98927,6211,208157,43564,10733,54107,11622,0,1714,84,0,5,0,721,810,2
"5990101",2014,396,30093,123876,5856,116498,98142,6344,214640,48636,12417,53756,11322,0,1750,611,0,110,0,721,1442,2
"5990101",2015,398,30398,124807,5562,122215,103509,6452,225724,47919,12509,55436,11618,0,1937,859,0,110,0,969,1938,2
"5990101",2016,404,30332,130581,5711,149709,112729,6514,262438,49731,12267,56580,11779,0,2065,1114,0,10,0,1124,2248,2
"5990103",2011,433,20014,101965,6682,66739,130620,7887,197359,14618,2855,43781,9157,6,2268,0,0,0,0,1181,1187,3
"5990103",2012,433,19898,98630,6615,68881,112995,7333,181876,14284,2801,39342,8340,6,2168,0,0,0,0,1181,1187,3
"5990103",2013,442,19933,98615,6270,69605,112737,8078,182342,13869,2839,40560,8581,8,2088,853,7,296,0,1156,2320,3
"5990103",2014,442,19954,98480,6054,71775,117653,8139,189428,17773,3675,35834,8498,8,2114,927,6,285,8,1226,2460,3
"5990103",2015,390,19605,94487,6100,75852,119288,7204,195140,19578,3929,39659,8216,7,1946,877,7,295,13,1192,2391,3
"5990103",2016,390,19648,92858,6117,77797,109018,6767,186815,19190,4015,43299,8795,8,2229,877,7,295,13,1192,2392,3
"5990104",2011,582,12950,152145,3182,55149,319525,8919,374674,82111,2483,51901,7003,12,1790,73,28,41,0,142,296,4
"5990104",2012,547,12826,153584,3154,59322,224757,5836,284079,85649,2320,50040,7171,14,1910,0,37,0,119,156,326,4
"5990104",2013,547,12942,149782,3036,62302,249704,6644,312006,40169,2327,65119,6079,51,1994,0,0,0,0,0,51,4
"5990104",2014,556,12281,151468,2906,64654,233069,5594,297723,84827,2336,49891,7072,13,2018,170,13,0,0,183,379,4
"5990104",2015,556,12354,151070,2990,68771,213495,5747,282266,86254,3117,50718,7009,12,1749,124,38,0,0,162,336,4
"5990104",2016,582,12416,151861,2951,60357,338206,6432,398563,53125,2732,64985,6934,17,1776,50,35,58,0,143,303,4
"5990109",2011,50,2833,8854,217,17993,36466,810,54459,738,384,5060,1413,9,290,11,8,0,4,210,242,2
"5990109",2012,50,2810,8708,431,12674,44280,1752,56954,713,263,2954,1885,5,284,0,0,0,0,187,192,2
"5990109",2013,52,2648,8456,483,10128,42536,1637,52664,703,333,5524,1343,2,336,11,8,0,4,23,48,2
"5990109",2014,52,2811,8798,542,11116,42420,1976,53536,650,314,5744,1373,2,265,11,8,0,4,23,48,2
"5990109",2015,52,2476,8521,225,22563,46739,924,69302,616,255,5710,1255,1,276,11,8,0,4,23,47,2
"5990109",2016,27,1023,3988,222,5752,27185,1216,32937,664,189,2271,552,5,146,0,0,0,0,0,5,1
"5990111",2011,1559,68601,431666,21996,155396,1021392,24789,1176788,134471,20612,155833,23333,3,9950,0,0,0,0,1279,1282,2
"5990111",2012,1566,68145,428761,21891,165745,1013112,24851,1178857,134969,21678,155550,24207,3,9621,0,0,1121,0,1208,2332,2
"5990111",2013,1572,65951,431241,22266,172116,1107698,26730,1279814,138617,20159,157765,23131,4,9686,0,0,826,0,1331,2161,2
"5990111",2014,1593,69488,449900,24709,184472,1128160,30079,1312632,142653,20544,163902,24518,2,10689,0,0,864,0,1257,2123,2
"5990111",2015,1592,72085,459596,24138,205945,1196434,31597,1402379,137489,20780,173989,26381,4,10850,0,0,861,0,1216,2081,2
"5990111",2016,1555,74237,453707,24065,248696,1394135,34374,1642831,144551,21231,174060,26496,4,11160,46,0,918,0,1359,2327,2
"5990112",2011,1200,60258,310891,15778,185374,864736,30936,1050110,86347,17624,145755,26594,3,8402,590,2040,0,279,3055,5967,7
"5990112",2012,1164,66867,322333,16230,200499,725729,34568,926228,88626,19335,147437,27773,0,8502,394,1962,391,84,2831,5662,6
"5990112",2013,1712,88684,422238,22241,332769,1105796,44962,1438565,96483,22145,231226,42998,1,11008,1002,2100,615,82,3855,7655,8
"5990112",2014,1844,97311,464671,25719,385285,1368647,60281,1753932,108116,23110,244648,46702,23,12473,1005,1675,558,391,3629,7281,9
"5990112",2015,2082,104849,495904,30007,457364,1484081,75104,1941445,115169,28309,266387,52294,14,13911,1741,3112,106,208,5167,10348,11
"5990112",2016,2115,102359,490610,29993,462041,1924998,81135,2387039,127069,28758,258278,51000,1,14063,1721,3724,236,82,5763,11527,11
"5990113",2011,196,8129,31149,1484,12127,102056,5104,114183,2402,1089,21119,4381,10,2224,0,0,0,0,169,179,4
"5990113",2012,162,7728,28123,1428,12340,202421,5927,214761,1854,892,17399,4019,40,1925,0,0,0,0,183,223,4
"5990113",2013,159,7331,27519,1764,12519,107816,7313,120335,1237,698,13517,3402,18,1549,0,43,85,29,157,332,4
"5990113",2014,256,5720,39315,4340,1792,239153,9471,240945,2770,507,24747,3010,169,3478,195,198,306,112,811,1791,5
"5990113",2015,260,6029,38744,3926,1303,195800,8230,197103,2943,659,22766,2945,163,3346,85,198,136,152,571,1305,5
"5990113",2016,242,6176,38093,2873,3834,212601,10289,216435,3379,680,22752,3154,229,3754,17,239,358,148,762,1753,5
"5990117",2011,938,47276,220236,15058,145946,593898,23417,739844,34400,7171,90645,17321,110,5246,556,131,0,0,687,1484,2
"5990117",2012,1295,61996,286181,20186,246290,847878,38650,1094168,41344,9242,131971,25232,140,7292,618,166,83,0,867,1874,6
"5990117",2013,1351,62519,293282,21556,260838,901171,37696,1162009,50109,10415,142639,28135,199,7963,646,161,62,0,869,1937,6
"5990117",2014,1338,62177,287372,19646,273575,943524,40898,1217099,54448,11131,124400,25236,196,7925,854,192,73,0,1119,2434,6
"5990117",2015,1340,65770,309749,19669,292425,920875,38168,1213300,47265,10817,155348,29634,209,8126,632,164,62,38,896,2001,6
"5990117",2016,1308,64841,308542,19531,276764,886945,40276,1163709,47695,11344,156188,30079,231,8555,832,189,68,0,1089,2409,6
"5990118",2011,2474,133614,677602,29765,432382,1059569,49554,1491951,140630,31783,332434,58867,260,11688,2092,340,396,247,3136,6471,6
"5990118",2012,2556,129336,645515,29738,436987,832138,43108,1269125,123215,27225,323106,52830,252,11006,2309,376,401,262,4802,8402,7
"5990118",2013,2749,137303,701465,30365,508019,948343,46305,1456362,146727,31541,327462,54644,271,12347,4047,468,783,243,5541,11353,8
"5990118",2014,2544,131778,676413,27219,511835,1019529,43162,1531364,183428,36449,273051,45572,261,11153,3853,486,565,157,5061,10383,8
"5990119",2011,1404,64474,341913,19243,250982,1359804,41169,1610786,81017,13657,176836,30257,52,7228,384,50,636,12,1082,2216,5
"5990119",2012,1395,64044,334320,20552,252563,1399294,40883,1651857,78970,12975,165476,29790,57,7636,365,54,692,7,1118,2293,5
"5990119",2013,1253,62208,321277,20979,250278,1505457,45186,1755735,75085,11390,165589,30156,62,8550,349,74,679,2,1104,2270,6
"5990119",2014,1242,60421,324785,20306,259045,1588277,41362,1847322,92811,16557,160261,28172,91,8634,370,86,663,16,1168,2394,6
